id,SCORE,RANK
1016366026,0.001281306,396
1113088698,0.001281306,397
1019751797,0.001281306,398
1034223438,0.001281306,399
1016343065,0.001281306,400
1013609581,0.001281306,401
1108008162,0.001281306,402
1115419922,0.001281306,403
1122128381,0.001281306,404
1024003706,0.001281306,405
1069557036,0.001281306,406
1109108669,0.001281306,407
1028220781,0.001281306,408
1012101469,0.001281306,409
1014143563,0.001281306,410
1081391727,0.001281306,411
1015951754,0.001281306,412
1013115442,0.001281306,413
1040922988,0.001281306,414
1043582742,0.001281306,415
1013083864,0.001281306,416
1017110743,0.001281306,417
1098158071,0.00128084,418
1016549330,0.00128084,419
1016483441,0.001131404,420
